series,episode,baker_name,first_name,technical,result,signature_bake,show_stopper,baker_age,baker_occupation,hometown
4,2,Ruby Tandoh,Ruby,3,STAR BAKER,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,20,History of Art and Philosophy Student,"Southend, Essex"
4,3,Ruby Tandoh,Ruby,3,IN,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,20,History of Art and Philosophy Student,"Southend, Essex"
4,4,Ruby Tandoh,Ruby,6,IN,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",20,History of Art and Philosophy Student,"Southend, Essex"
4,5,Ruby Tandoh,Ruby,6,IN,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,20,History of Art and Philosophy Student,"Southend, Essex"
4,6,Ruby Tandoh,Ruby,1,STAR BAKER,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,20,History of Art and Philosophy Student,"Southend, Essex"
4,7,Ruby Tandoh,Ruby,2,IN,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,20,History of Art and Philosophy Student,"Southend, Essex"
4,8,Ruby Tandoh,Ruby,1,STAR BAKER,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,20,History of Art and Philosophy Student,"Southend, Essex"
4,9,Ruby Tandoh,Ruby,4,IN,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",20,History of Art and Philosophy Student,"Southend, Essex"
4,10,Ruby Tandoh,Ruby,2,Runner-up,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",20,History of Art and Philosophy Student,"Southend, Essex"
4,1,Toby Waterworth,Toby,13,OUT,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,30,Web Programmer,"Reading, Berkshire"
4,2,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,3,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,4,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,5,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,6,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,7,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,8,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,9,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
4,10,Toby Waterworth,Toby,NA,NA,NA,NA,30,Web Programmer,"Reading, Berkshire"
5,1,Chetna Makan,Chetna,3,IN,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,35,Fashion Designer,"Broadstairs, Kent"
5,2,Chetna Makan,Chetna,8,IN,Fenugreek and Carom Crackers,Day On The Beach,35,Fashion Designer,"Broadstairs, Kent"
5,3,Chetna Makan,Chetna,8,IN,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf,35,Fashion Designer,"Broadstairs, Kent"
5,4,Chetna Makan,Chetna,3,IN,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska",35,Fashion Designer,"Broadstairs, Kent"
5,5,Chetna Makan,Chetna,2,IN,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies,35,Fashion Designer,"Broadstairs, Kent"
5,6,Chetna Makan,Chetna,2,STAR BAKER,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,35,Fashion Designer,"Broadstairs, Kent"
5,7,Chetna Makan,Chetna,6,IN,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs,35,Fashion Designer,"Broadstairs, Kent"
5,8,Chetna Makan,Chetna,1,IN,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts,35,Fashion Designer,"Broadstairs, Kent"
5,9,Chetna Makan,Chetna,4,OUT,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",35,Fashion Designer,"Broadstairs, Kent"
5,10,Chetna Makan,Chetna,NA,NA,NA,NA,35,Fashion Designer,"Broadstairs, Kent"
5,1,Claire Goodwin,Claire,8,OUT,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,2,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,3,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,4,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,5,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,6,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,7,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,8,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,9,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,10,Claire Goodwin,Claire,NA,NA,NA,NA,31,Speech Therapist,"Ashton upon Mersey, Trafford"
5,1,Diana Beard,Diana,5,IN,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,2,Diana Beard,Diana,7,IN,Parmesan Triangles,"Express, First Class",69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,3,Diana Beard,Diana,7,IN,Rustic Picnic Rolls,Sharing Savoury Pinwheel,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,4,Diana Beard,Diana,9,IN,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,5,Diana Beard,Diana,NA,WD,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,6,Diana Beard,Diana,NA,IN,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,7,Diana Beard,Diana,NA,IN,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,8,Diana Beard,Diana,NA,IN,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,9,Diana Beard,Diana,NA,IN,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,10,Diana Beard,Diana,NA,IN,NA,NA,69,Women's Institute (WI) Judge,"Alkington, Shropshire"
5,1,Enwezor Nzegwu,Enwezor,9,IN,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares,39,Business Consultant,"Portsmouth, Hampshire"
5,2,Enwezor Nzegwu,Enwezor,9,OUT,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene,39,Business Consultant,"Portsmouth, Hampshire"
5,3,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,4,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,5,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,6,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,7,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,8,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,9,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,10,Enwezor Nzegwu,Enwezor,NA,NA,NA,NA,39,Business Consultant,"Portsmouth, Hampshire"
5,1,Iain Watters,Iain,4,IN,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",31,Construction Engineer,London/Belfast
5,2,Iain Watters,Iain,11,IN,Za'atar and Fig Biscuits,Wild West Scene,31,Construction Engineer,London/Belfast
5,3,Iain Watters,Iain,9,IN,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip,31,Construction Engineer,London/Belfast
5,4,Iain Watters,Iain,6,OUT,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",31,Construction Engineer,London/Belfast
5,5,Iain Watters,Iain,NA,NA,NA,NA,31,Construction Engineer,London/Belfast
5,6,Iain Watters,Iain,NA,NA,NA,NA,31,Construction Engineer,London/Belfast
5,7,Iain Watters,Iain,NA,NA,NA,NA,31,Construction Engineer,London/Belfast
5,8,Iain Watters,Iain,NA,NA,NA,NA,31,Construction Engineer,London/Belfast
5,9,Iain Watters,Iain,NA,NA,NA,NA,31,Construction Engineer,London/Belfast
5,10,Iain Watters,Iain,NA,NA,NA,NA,31,Construction Engineer,London/Belfast
5,1,Jordan Cox,Jordan,12,IN,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,32,IT Manager,"Sneinton, Nottingham"
5,2,Jordan Cox,Jordan,6,IN,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,32,IT Manager,"Sneinton, Nottingham"
5,3,Jordan Cox,Jordan,10,OUT,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,32,IT Manager,"Sneinton, Nottingham"
5,4,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,5,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,6,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,7,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,8,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,9,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,10,Jordan Cox,Jordan,NA,NA,NA,NA,32,IT Manager,"Sneinton, Nottingham"
5,1,Kate Henry,Kate,6,IN,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,41,Furniture Restorer,"Brighton, East Sussex"
5,2,Kate Henry,Kate,4,IN,Parmesan and Apple Biscuits,Tea Time,41,Furniture Restorer,"Brighton, East Sussex"
5,3,Kate Henry,Kate,1,IN,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",41,Furniture Restorer,"Brighton, East Sussex"
5,4,Kate Henry,Kate,7,IN,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",41,Furniture Restorer,"Brighton, East Sussex"
5,5,Kate Henry,Kate,3,STAR BAKER,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",41,Furniture Restorer,"Brighton, East Sussex"
5,6,Kate Henry,Kate,6,IN,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,41,Furniture Restorer,"Brighton, East Sussex"
5,7,Kate Henry,Kate,4,OUT,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,41,Furniture Restorer,"Brighton, East Sussex"
5,8,Kate Henry,Kate,NA,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex"
5,9,Kate Henry,Kate,NA,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex"
5,10,Kate Henry,Kate,NA,NA,NA,NA,41,Furniture Restorer,"Brighton, East Sussex"
5,1,Luis Troyano,Luis,7,IN,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,42,Graphic Designer,"Poynton, Cheshire"
5,2,Luis Troyano,Luis,3,IN,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,42,Graphic Designer,"Poynton, Cheshire"
5,3,Luis Troyano,Luis,2,STAR BAKER,Opposites Attract Rolls,Roscón de Reyes,42,Graphic Designer,"Poynton, Cheshire"
5,4,Luis Troyano,Luis,2,IN,Pears in Puddings,Bakewell Alaska,42,Graphic Designer,"Poynton, Cheshire"
5,5,Luis Troyano,Luis,6,IN,Tropical Manchester Tart,Four Fruity Seasons Tower,42,Graphic Designer,"Poynton, Cheshire"
5,6,Luis Troyano,Luis,3,IN,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,42,Graphic Designer,"Poynton, Cheshire"
5,7,Luis Troyano,Luis,5,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",42,Graphic Designer,"Poynton, Cheshire"
5,8,Luis Troyano,Luis,2,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",42,Graphic Designer,"Poynton, Cheshire"
5,9,Luis Troyano,Luis,1,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",42,Graphic Designer,"Poynton, Cheshire"
5,10,Luis Troyano,Luis,2,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,42,Graphic Designer,"Poynton, Cheshire"
5,1,Martha Collison,Martha,2,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,17,Student,"Ascot, Berkshire"
5,2,Martha Collison,Martha,5,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,17,Student,"Ascot, Berkshire"
5,3,Martha Collison,Martha,3,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,17,Student,"Ascot, Berkshire"
5,4,Martha Collison,Martha,1,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,17,Student,"Ascot, Berkshire"
5,5,Martha Collison,Martha,1,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,17,Student,"Ascot, Berkshire"
5,6,Martha Collison,Martha,4,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,17,Student,"Ascot, Berkshire"
5,7,Martha Collison,Martha,3,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,17,Student,"Ascot, Berkshire"
5,8,Martha Collison,Martha,5,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,17,Student,"Ascot, Berkshire"
5,9,Martha Collison,Martha,NA,NA,NA,NA,17,Student,"Ascot, Berkshire"
5,10,Martha Collison,Martha,NA,NA,NA,NA,17,Student,"Ascot, Berkshire"
5,1,Nancy Birtwhistle,Nancy,1,STAR BAKER,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,2,Nancy Birtwhistle,Nancy,2,IN,Fennel and Rye Thins,Hansel and Gretel Scene,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,3,Nancy Birtwhistle,Nancy,5,IN,Cider and Walnut Crusty Rolls,'Full English' Stromboli,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,4,Nancy Birtwhistle,Nancy,4,IN,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,5,Nancy Birtwhistle,Nancy,4,IN,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,6,Nancy Birtwhistle,Nancy,1,IN,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,7,Nancy Birtwhistle,Nancy,2,IN,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,8,Nancy Birtwhistle,Nancy,3,IN,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,9,Nancy Birtwhistle,Nancy,3,IN,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,10,Nancy Birtwhistle,Nancy,1,WINNER,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire"
5,1,Norman Calder,Norman,11,IN,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,66,Retired Naval Officer,"Portknockie, Moray"
5,2,Norman Calder,Norman,10,IN,Farthing Biscuits,Zulu Boats at Dawn,66,Retired Naval Officer,"Portknockie, Moray"
5,3,Norman Calder,Norman,4,IN,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,66,Retired Naval Officer,"Portknockie, Moray"
5,4,Norman Calder,Norman,8,IN,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,66,Retired Naval Officer,"Portknockie, Moray"
5,5,Norman Calder,Norman,5,OUT,Tarte au Citron,Pieful Tower,66,Retired Naval Officer,"Portknockie, Moray"
5,6,Norman Calder,Norman,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray"
5,7,Norman Calder,Norman,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray"
5,8,Norman Calder,Norman,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray"
5,9,Norman Calder,Norman,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray"
5,10,Norman Calder,Norman,NA,NA,NA,NA,66,Retired Naval Officer,"Portknockie, Moray"
5,1,Richard Burr,Richard,10,IN,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,38,Builder,"Mill Hill, London"
5,2,Richard Burr,Richard,1,STAR BAKER,Rosemary Seeded Crackers,Pirates!,38,Builder,"Mill Hill, London"
5,3,Richard Burr,Richard,6,IN,Rye and Cranberry Rolls,Pesto Pinwheel,38,Builder,"Mill Hill, London"
5,4,Richard Burr,Richard,5,STAR BAKER,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,38,Builder,"Mill Hill, London"
5,5,Richard Burr,Richard,7,IN,Fig and Orange Tart,Three Course Autumn Pie Feast,38,Builder,"Mill Hill, London"
5,6,Richard Burr,Richard,5,IN,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,38,Builder,"Mill Hill, London"
5,7,Richard Burr,Richard,1,STAR BAKER,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",38,Builder,"Mill Hill, London"
5,8,Richard Burr,Richard,4,STAR BAKER,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,38,Builder,"Mill Hill, London"
5,9,Richard Burr,Richard,2,STAR BAKER,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,38,Builder,"Mill Hill, London"
5,10,Richard Burr,Richard,3,Runner-up,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,38,Builder,"Mill Hill, London"
6,1,Alvin Magallanes,Alvin,2,IN,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,37,Nurse,"Bracknell, Berkshire"
6,2,Alvin Magallanes,Alvin,6,IN,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,37,Nurse,"Bracknell, Berkshire"
6,3,Alvin Magallanes,Alvin,4,IN,"Prosciutto, Manchego and Balsamic Onion Soda Breads",Cornucopia,37,Nurse,"Bracknell, Berkshire"
6,4,Alvin Magallanes,Alvin,9,IN,Blackberry Crème Brûlées,Tower of Fruits Cheesecakes,37,Nurse,"Bracknell, Berkshire"
6,5,Alvin Magallanes,Alvin,8,IN,Pineapple Upside Down Cake,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",37,Nurse,"Bracknell, Berkshire"
6,6,Alvin Magallanes,Alvin,6,OUT,Plum Frangipane Tart,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,37,Nurse,"Bracknell, Berkshire"
6,7,Alvin Magallanes,Alvin,NA,NA,NA,NA,37,Nurse,"Bracknell, Berkshire"
6,8,Alvin Magallanes,Alvin,NA,NA,NA,NA,37,Nurse,"Bracknell, Berkshire"
6,9,Alvin Magallanes,Alvin,NA,NA,NA,NA,37,Nurse,"Bracknell, Berkshire"
6,10,Alvin Magallanes,Alvin,NA,NA,NA,NA,37,Nurse,"Bracknell, Berkshire"
6,1,Dorret Conway,Dorret,5,IN,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,53,Accountant,"Penwortham, Lancashire"
6,2,Dorret Conway,Dorret,1,IN,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,53,Accountant,"Penwortham, Lancashire"
6,3,Dorret Conway,Dorret,6,OUT,Walnut and Stilton Soda Breads,Unmade Bread,53,Accountant,"Penwortham, Lancashire"
6,4,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,5,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,6,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,7,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,8,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,9,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,10,Dorret Conway,Dorret,NA,NA,NA,NA,53,Accountant,"Penwortham, Lancashire"
6,1,Flora Shedden,Flora,6,IN,Blood Orange Madeira Cake,Black Forest Gâteau,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,2,Flora Shedden,Flora,2,IN,Wedding Biscotti,Honey and Earl Grey Tea Box,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,3,Flora Shedden,Flora,2,IN,Fig and Hazelnut Rye Breads,Herb Couture,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,4,Flora Shedden,Flora,3,IN,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,5,Flora Shedden,Flora,3,IN,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,6,Flora Shedden,Flora,2,IN,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,7,Flora Shedden,Flora,4,IN,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe",19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,8,Flora Shedden,Flora,3,IN,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,9,Flora Shedden,Flora,1,OUT,Passion Fruit and Chocolate Tart,Cocoa Carousel,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,10,Flora Shedden,Flora,NA,NA,NA,NA,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,1,Ian Cumming,Ian,8,IN,Somewhere West of Madeira Cake,Black Forest Cherry Tree,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,2,Ian Cumming,Ian,3,STAR BAKER,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,3,Ian Cumming,Ian,1,STAR BAKER,Wild Garlic Pesto Soda Breads,Flour Power,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,4,Ian Cumming,Ian,4,STAR BAKER,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,5,Ian Cumming,Ian,5,IN,Honey and Flowers Cake,Dessert Island,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,6,Ian Cumming,Ian,3,IN,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,7,Ian Cumming,Ian,5,IN,Roadkill Pie,Victoria's Crown Charlotte Russe,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,8,Ian Cumming,Ian,2,IN,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,9,Ian Cumming,Ian,3,IN,Chocolate and Bay Tart,Chocolate Well,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,10,Ian Cumming,Ian,2,Runner-up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,1,Marie Campbell,Marie,3,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest,66,Retired,"Auchterarder, Perthshire"
6,2,Marie Campbell,Marie,11,OUT,Biscotti Italiano,Russian Box,66,Retired,"Auchterarder, Perthshire"
6,3,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,4,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,5,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,6,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,7,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,8,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,9,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,10,Marie Campbell,Marie,NA,NA,NA,NA,66,Retired,"Auchterarder, Perthshire"
6,1,Mat Riley,Mat,7,IN,Gin and Tonic Madeira Cake,Black Forest Gateau,37,Fire fighter,London
6,2,Mat Riley,Mat,5,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,37,Fire fighter,London
6,3,Mat Riley,Mat,8,IN,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",Curry Inspired Brighton Pavilion,37,Fire fighter,London
6,4,Mat Riley,Mat,7,IN,Coconut Crème Brûlées,Chocolate Bar Cheesecakes,37,Fire fighter,London
6,5,Mat Riley,Mat,4,IN,Sugar Free Carrot Cake,Raspberry and Coconut Ice Cream Roll,37,Fire fighter,London
6,6,Mat Riley,Mat,1,STAR BAKER,Piña Colada Frangipane Tart,His 'n' Hers Vol-au-vents,37,Fire fighter,London
6,7,Mat Riley,Mat,6,OUT,Raised Venison and Pigeon Pie,Strawberry Charlotte Russe,37,Fire fighter,London
6,8,Mat Riley,Mat,NA,NA,NA,NA,37,Fire fighter,London
